exo_circ_ID	CircRNA	CHD1	CHD2	CHD3	CHD4	CHD5	CHD6
exo_circ_000330	chr2:144208602-144235737:-	452.053	0	624.997	0	19.997	0
exo_circ_000331	chr2:15488893-15511350:-	0	0	0	531.934	1379.814	0
exo_circ_000333	chr3:101671129-101672213:-	795.279	0	0	0	0	378.215
exo_circ_000334	chr3:56745204-56745462:-	0	0	0	0	519.93	0
exo_circ_000335	chr5:131677702-131709272:-	0	0	1471.147	1966.545	0	0
exo_circ_000336	chr5:176943334-176958154:-	0	0	1499.993	0	0	0
exo_circ_000338	chr6:87215902-87218731:+	0	0	0	0	199.973	0
exo_circ_000339	chr7:8218304-8236005:-	0	0	201.922	0	0	0
exo_circ_000340	chr8:140818276-140864399:-	0	0	221.153	1128.345	0	0
exo_circ_000341	chr8:37765525-37766355:+	0	1051.297	538.459	0	0	5042.864
exo_circ_000342	chr9:128508875-128515639:+	1808.212	0	144.23	0	369.95	1302.74
exo_circ_000343	chr9:74996446-75017448:-	0	3695	634.612	0	809.891	0
exo_circ_000344	chr10:124681606-124682379:-	0	0	192.307	0	739.9	0
exo_circ_000345	chr10:22591628-22609717:-	0	0	67.307	0	269.964	0
exo_circ_000346	chr10:68468122-68470163:-	0	0	269.229	0	0	0
exo_circ_000347	chr11:34090178-34092056:+	343.225	0	278.845	0	679.908	0
exo_circ_000348	chr11:73707419-73718718:-	2176.552	0	1048.072	0	1474.801	0
exo_circ_000349	chr12:120557281-120557682:+	0	1406.883	298.075	0	129.982	0
exo_circ_000350	chr12:68302619-68302872:-	0	0	384.614	233.729	289.961	0
exo_circ_000351	chr13:41811224-41819386:-	602.737	0	749.996	274.027	0	0
exo_circ_000352	chr17:78086502-78087093:+	0	0	432.69	0	0	0
exo_circ_000353	chr19:19492305-19492712:+	669.708	0	326.922	0	0	0
exo_circ_000354	chr1:155676547-155679512:-	0	3335.549	4317.287	0	1979.733	0
exo_circ_000355	chr2:226906792-226914351:+	0	0	971.149	0	0	0
exo_circ_000356	chr2:230442936-230450255:+	0	0	0	0	399.946	0
exo_circ_000357	chr2:238182064-238185287:-	0	0	653.843	1813.412	99.987	0
exo_circ_000359	chr6:136694139-136697387:-	393.454	0	1221.148	0	0	1596.907
exo_circ_000360	chr6:138943512-138944622:-	0	5542.5	38.461	1394.312	1099.852	1134.644
exo_circ_000361	chr6:144487547-144493456:+	1012.934	1283.201	163.461	0	0	0
exo_circ_000362	chr6:20546345-20548705:+	0	2921.988	211.537	0	0	0
exo_circ_000363	chr7:17868406-17875790:-	1130.133	0	384.614	0	849.885	0
exo_circ_000364	chr8:140864311-140890769:-	2419.321	3200.272	0	0	359.951	0
exo_circ_000365	chr8:27294079-27294310:-	703.194	0	230.768	0	49.993	0
exo_circ_000366	chr9:124908376-124912026:-	0	0	1874.991	0	1349.818	0
exo_circ_000367	chr9:36352741-36353331:-	0	0	807.688	0	1129.847	0
exo_circ_000368	chr12:69251128-69262562:+	0	0	423.075	677.007	0	0
exo_circ_000369	chr13:40933469-40934028:-	2034.239	0	0	2756.386	779.895	0
exo_circ_000370	chr15:40744046-40745259:-	1389.645	0	0	2353.406	209.972	987.561
exo_circ_000371	chr17:16101249-16101805:-	0	0	0	386.861	809.891	0
exo_circ_000373	chr18:54277702-54287411:+	0	0	567.305	0	499.933	0
exo_circ_000374	chr22:26457858-26458577:-	0	0	528.844	0	659.911	0
exo_circ_000375	chr1:15534236-15536814:+	0	0	240.383	0	809.891	0
exo_circ_000376	chr1:1815755-1825499:-	0	0	1278.84	0	629.915	0
exo_circ_000377	chr1:186893010-186911389:+	0	0	0	0	739.9	0
exo_circ_000378	chr1:28459084-28466535:+	0	1375.962	0	0	0	2899.647
exo_circ_000379	chr2:206127796-206130242:-	0	0	0	0	239.968	0
exo_circ_000380	chr3:18378169-18420991:-	1423.13	0	0	0	0	0
exo_circ_000381	chr3:56737184-56745462:-	0	0	0	0	159.978	0
exo_circ_000382	chr4:109491326-109494856:+	0	0	269.229	0	819.889	0
exo_circ_000383	chr4:128936654-128959777:-	0	0	336.537	0	369.95	0
exo_circ_000384	chr4:78826036-78851056:+	753.422	1878.421	711.535	0	39.995	0
exo_circ_000385	chr7:27785162-27785489:+	2645.348	3053.4	0	628.649	0	0
exo_circ_000386	chr7:73469516-73470483:-	0	0	0	0	509.931	0
exo_circ_000387	chr7:92294888-92307656:+	0	0	538.459	0	0	0
exo_circ_000388	chr8:42325969-42329214:+	820.393	0	0	1531.326	19.997	2647.504
exo_circ_000389	chr9:100498764-100516771:+	0	796.203	0	0	149.98	0
exo_circ_000390	chr9:93471140-93498886:+	2611.862	4661.266	807.688	0	0	0
exo_circ_000391	chr11:108227594-108235834:+	0	6926.193	644.228	0	89.988	0
exo_circ_000392	chr11:117244444-117246948:+	66.971	0	0	1708.637	0	0
exo_circ_000393	chr11:121045673-121060085:+	0	0	673.074	0	439.941	0
exo_circ_000394	chr11:86011029-86031611:-	0	0	653.843	644.769	129.982	0
exo_circ_000395	chr12:96323947-96334865:-	0	587.49	153.845	0	0	0
exo_circ_000396	chr14:34969169-34972064:-	0	2125.785	0	0	0	0
exo_circ_000397	chr15:76292430-76295737:-	0	0	0	0	709.904	0
exo_circ_000398	chr16:72088986-72090786:-	3666.653	0	28.846	0	459.938	0
exo_circ_000399	chr17:78079394-78087093:+	1942.154	0	0	0	409.945	0
exo_circ_000400	chr19:5653114-5654456:+	0	2002.103	76.923	0	489.934	0
exo_circ_000401	chr20:63775677-63790790:-	0	0	153.845	0	0	0
exo_circ_000404	chr3:109054727-109069757:-	0	0	0	0	99.987	0
exo_circ_000405	chr3:56660730-56673725:-	577.623	0	0	0	0	3151.79
exo_circ_000406	chr5:168488601-168494650:+	0	4181.998	567.305	0	259.965	0
exo_circ_000407	chr6:163455278-163478896:+	0	0	605.766	733.424	349.953	0
exo_circ_000408	chr6:7602622-7606195:+	0	1074.487	0	0	0	0
exo_circ_000409	chr7:10982371-10990847:+	0	0	307.691	0	559.924	0
exo_circ_000410	chr9:112142319-112157613:-	585.995	0	461.536	0	579.922	0
exo_circ_000411	chr9:112149243-112157613:-	334.854	0	153.845	2103.558	119.984	0
exo_circ_000412	chr9:33996222-34017189:-	0	0	0	1394.312	849.885	0
exo_circ_000413	chr9:37424844-37426654:+	669.708	0	278.845	1289.537	0	0
exo_circ_000414	chr9:6420911-6434173:+	0	0	221.153	0	0	0
exo_circ_000415	chr9:83677726-83678599:-	0	0	567.305	0	0	0
exo_circ_000416	chr10:5785141-5800705:-	0	0	346.152	0	0	21.012
exo_circ_000417	chr11:74789625-74817714:+	0	0	442.306	0	229.969	0
exo_circ_000418	chr12:71642435-71644318:-	678.08	0	0	1571.624	0	0
exo_circ_000419	chr13:41369089-41372830:+	1716.127	0	0	0	0	0
exo_circ_000420	chr14:59263440-59291306:+	0	0	0	2538.777	0	0
exo_circ_000421	chr14:73147794-73148094:+	0	0	230.768	572.232	0	0
exo_circ_000422	chr19:18539370-18539720:-	0	0	0	1217.001	779.895	0
exo_circ_000423	chr20:10556230-10560820:+	192.541	0	365.383	1748.935	0	0
exo_circ_000424	chr1:246591511-246591941:+	0	0	0	0	419.943	0
exo_circ_000425	chr2:24270670-24275849:-	0	0	673.074	0	379.949	0
exo_circ_000426	chr2:62000700-62000982:+	0	788.473	0	2127.737	309.958	0
exo_circ_000427	chr3:52412810-52414587:+	778.536	0	134.615	0	359.951	5652.21
exo_circ_000428	chr5:137952627-137954376:-	209.284	2751.925	326.922	0	119.984	0
exo_circ_000429	chr5:141582311-141583615:-	0	0	384.614	0	0	0
exo_circ_000430	chr6:30650993-30651466:+	0	0	0	0	509.931	0
exo_circ_000432	chr7:116110707-116112038:-	0	4444.822	0	72.536	0	0
exo_circ_000433	chr7:77571077-77600806:+	0	0	0	0	519.93	2332.325
exo_circ_000434	chr8:123333877-123337821:-	0	0	384.614	0	0	0
exo_circ_000435	chr11:124647364-124648175:-	200.912	0	211.537	0	0	0
exo_circ_000436	chr11:74132843-74133557:-	1414.759	0	1288.455	0	0	0
exo_circ_000437	chr11:86250295-86256512:+	0	0	0	0	859.884	0
exo_circ_000438	chr22:41342528-41343576:+	2653.719	0	0	1249.239	309.958	0
exo_circ_000439	chr1:151117391-151118139:+	0	0	596.151	0	0	0
exo_circ_000440	chr1:20757165-20773610:-	1255.703	0	0	0	189.974	0
exo_circ_000441	chr1:20904882-20942330:-	284.626	0	480.767	1289.537	0	0
exo_circ_000442	chr1:33280123-33280457:+	192.541	0	0	402.98	0	0
exo_circ_000443	chr1:50490587-50535457:-	0	0	0	1394.312	0	0
exo_circ_000444	chr1:51827795-51834170:-	0	0	0	677.007	0	0
exo_circ_000445	chr1:58506059-58539310:-	519.024	0	0	0	0	0
exo_circ_000446	chr2:177231888-177234271:-	0	0	0	0	0	2332.325
exo_circ_000447	chr2:202555251-202556531:+	611.109	0	0	1499.087	0	0
exo_circ_000448	chr2:62979187-62996766:+	0	881.234	355.768	0	729.901	0
exo_circ_000449	chr3:146121111-146124229:-	0	0	346.152	5117.852	0	0
exo_circ_000451	chr4:147857552-147881932:+	2946.716	0	346.152	0	0	0
exo_circ_000452	chr5:143054438-143057747:+	1163.618	0	0	0	0	0
exo_circ_000453	chr5:76697986-76701213:+	0	0	519.228	0	0	0
exo_circ_000455	chr6:152329729-152331890:-	0	0	0	378.802	0	0
exo_circ_000457	chr9:5968018-5988545:-	0	0	0	0	509.931	0
exo_circ_000458	chr10:28583398-28596041:+	83.714	0	0	0	0	714.406
exo_circ_000459	chr10:96944112-96952196:+	0	0	413.46	0	0	0
exo_circ_000460	chr12:26996741-26999676:-	0	0	990.38	0	179.976	0
exo_circ_000461	chr12:69589484-69593613:+	1021.305	0	0	0	0	0
exo_circ_000462	chr14:67685014-67690421:-	0	0	0	1055.809	309.958	0
exo_circ_000463	chr16:53254437-53274302:+	0	687.981	0	0	339.954	0
exo_circ_000464	chr16:69695135-69695379:+	661.337	0	201.922	0	89.988	0
exo_circ_000465	chr17:42727634-42730918:-	0	0	57.692	0	0	0
exo_circ_000466	chr17:61984170-61985090:-	0	0	115.384	0	0	0
exo_circ_000467	chr20:32316217-32316874:+	0	0	1192.302	0	719.903	0
exo_circ_000468	chr21:36247516-36248568:+	0	0	1221.148	0	0	0
exo_circ_000469	chrX:53645310-53654131:-	1197.104	2775.115	0	0	0	0
exo_circ_000470	chr1:21050865-21111383:-	0	0	0	0	524.929	0
exo_circ_000471	chr1:28987430-28987905:+	0	0	730.766	0	0	0
exo_circ_000472	chr2:168161786-168182090:-	0	0	711.535	0	0	0
exo_circ_000473	chr2:171046173-171050174:-	0	0	0	0	69.991	0
exo_circ_000474	chr2:190900563-190924593:+	1933.783	0	0	0	0	0
exo_circ_000475	chr2:9350807-9358889:+	853.878	1043.567	499.998	0	0	0
exo_circ_000476	chr3:37121491-37149038:-	0	0	57.692	0	1139.846	0
exo_circ_000477	chr3:56566593-56567053:+	544.138	0	1653.838	0	0	0
exo_circ_000478	chr4:105233896-105237351:+	0	0	317.306	0	0	0
exo_circ_000479	chr5:109713519-109729513:+	971.077	0	76.923	435.219	129.982	0
exo_circ_000480	chr5:133091192-133092789:+	0	0	278.845	0	0	0
exo_circ_000481	chr7:156826604-156836885:-	0	0	788.458	0	709.904	0
exo_circ_000482	chr9:16727796-16738485:-	611.109	0	0	491.636	0	0
exo_circ_000483	chr9:85618982-85633374:-	0	0	701.92	0	0	0
exo_circ_000484	chr10:110964124-110985765:+	460.424	0	115.384	0	399.946	0
exo_circ_000485	chr11:117152440-117163892:+	0	0	278.845	0	0	0
exo_circ_000487	chr11:85996825-86031611:-	0	0	0	0	309.958	0
exo_circ_000488	chr14:50329832-50332432:-	0	0	451.921	0	0	0
exo_circ_000489	chr15:49235850-49239367:+	0	0	0	0	59.992	0
exo_circ_000490	chr15:93000511-93014909:+	0	0	634.612	0	239.968	483.274
exo_circ_000491	chr16:53255599-53274302:+	1322.674	0	0	0	349.953	0
exo_circ_000492	chr16:74459681-74463479:-	0	0	0	1611.922	549.926	0
exo_circ_000493	chr18:56756582-56758953:+	184.17	0	0	0	0	0
exo_circ_000494	chr18:9208656-9221999:+	0	0	0	0	479.935	0
exo_circ_000496	chr2:134253094-134254644:+	761.793	0	211.537	1031.63	0	0
exo_circ_000497	chr2:32607454-32611582:+	1138.504	0	0	0	0	0
exo_circ_000498	chr2:47822217-47823360:-	0	0	0	0	279.962	0
exo_circ_000500	chr4:56011411-56011985:+	0	15.46	384.614	0	0	0
exo_circ_000502	chr8:123337624-123339446:-	50.228	0	211.537	0	0	2122.205
exo_circ_000503	chr9:112078537-112080165:-	0	0	1028.841	0	279.962	0
exo_circ_000504	chr9:6880011-6893232:+	3432.255	0	0	0	0	0
exo_circ_000505	chr10:126970701-126990603:+	318.111	0	57.692	0	309.958	1617.919
exo_circ_000507	chr12:28450160-28484165:+	0	0	403.844	0	0	0
exo_circ_000508	chr13:77719531-77753358:+	2896.488	0	0	814.02	569.923	0
exo_circ_000509	chr14:30670255-30675065:+	0	0	721.15	0	0	0
exo_circ_000510	chr15:43814500-43815074:-	401.825	0	0	0	429.942	0
exo_circ_000511	chr15:58886974-58887540:-	0	0	288.46	0	0	0
exo_circ_000513	chr15:80120327-80122800:+	0	0	1346.147	0	409.945	0
exo_circ_000514	chr17:49311311-49312845:-	0	0	0	0	779.895	0
exo_circ_000515	chr18:57731413-57732023:+	0	0	846.15	0	679.908	0
exo_circ_000515	chr18:57731413-57732023:+	0	0	0	765.663	0	0
exo_circ_000516	chr20:37184179-37184373:+	0	0	423.075	0	0	0
exo_circ_000518	chr2:112299848-112332282:+	0	0	0	0	289.961	0
exo_circ_000519	chr2:187484123-187503770:-	0	0	153.845	0	619.916	0
exo_circ_000520	chr3:196806578-196812851:+	0	0	298.075	1732.816	709.904	0
exo_circ_000521	chr3:57242855-57248351:+	0	0	1586.531	789.842	0	0
exo_circ_000522	chr4:2949933-2951245:-	0	0	0	0	149.98	0
exo_circ_000523	chr4:39737419-39755739:+	0	1878.421	0	4561.739	389.947	0
exo_circ_000526	chr6:3076763-3077935:+	0	0	0	0	319.957	0
exo_circ_000527	chr7:105090008-105091314:+	0	0	76.923	265.967	0	2899.647
exo_circ_000528	chr9:37126311-37147445:+	0	2860.147	644.228	620.59	0	0
exo_circ_000529	chr10:119515508-119527424:-	945.963	0	0	0	0	0
exo_circ_000530	chr11:110136662-110137414:+	0	0	326.922	0	0	0
exo_circ_000531	chr11:128758114-128772985:+	0	2481.37	0	0	289.961	0
exo_circ_000532	chr11:85996825-86003451:-	0	0	394.229	0	789.893	0
exo_circ_000533	chr12:111679150-111683307:-	0	0	0	0	319.957	1849.05
exo_circ_000535	chr21:14968296-15043574:-	0	0	0	0	379.949	0
exo_circ_000536	chr1:114463103-114463556:-	0	0	0	0	9.999	21.012
exo_circ_000539	chr1:51405904-51408332:-	0	0	0	306.265	0	1638.931
exo_circ_000540	chr2:108771700-108773046:+	0	0	0	0	1089.853	1470.835
exo_circ_000541	chr2:54982514-54987698:-	0	0	0	854.319	0	0
exo_circ_000542	chr3:119500694-119513719:+	1247.332	0	346.152	0	0	0
exo_circ_000543	chr4:82970326-82979006:-	0	0	163.461	0	0	0
exo_circ_000544	chr5:140440118-140449305:+	0	0	624.997	0	0	0
exo_circ_000545	chr5:146254942-146258593:+	0	0	692.304	0	0	0
exo_circ_000547	chr6:145888019-145894977:-	0	0	701.92	0	0	0
exo_circ_000548	chr6:87210450-87218731:+	0	0	0	0	269.964	0
exo_circ_000549	chr8:108449822-108455930:+	0	0	999.995	0	379.949	0
exo_circ_000550	chr8:73673106-73688813:-	0	0	1115.379	0	0	0
exo_circ_000551	chr9:125657650-125672643:-	83.714	0	134.615	0	0	0
exo_circ_000552	chr10:84417770-84425893:+	945.963	0	0	0	0	0
exo_circ_000553	chr11:48139485-48139776:+	0	0	0	942.974	179.976	0
exo_circ_000554	chr12:116230532-116237705:-	1741.241	0	86.538	0	89.988	0
exo_circ_000556	chr13:112516439-112527484:-	0	0	57.692	0	0	0
exo_circ_000557	chr13:95034604-95053184:-	0	0	96.153	0	839.887	0
exo_circ_000558	chr14:31133237-31133675:-	192.541	0	346.152	0	0	0
exo_circ_000559	chr15:42515236-42529819:+	376.711	0	115.384	0	0	0
exo_circ_000560	chr16:17258987-17259498:-	318.111	0	519.228	0	0	0
exo_circ_000561	chr16:31722625-31723353:+	0	0	846.15	0	0	0
exo_circ_000562	chr16:74915869-74916259:-	0	0	0	0	59.992	0
exo_circ_000563	chr17:82563353-82568201:+	0	0	471.152	0	339.954	0
exo_circ_000564	chr18:21006350-21008194:-	0	0	2067.298	0	0	0
exo_circ_000567	chr2:106145189-106166083:-	0	3888.253	0	0	0	0
exo_circ_000568	chr2:233388256-233390483:+	0	0	365.383	0	579.922	0
exo_circ_000570	chr3:8935870-8941804:-	0	579.759	346.152	1442.67	179.976	0
exo_circ_000571	chr4:109940945-109945275:+	0	293.745	0	0	49.993	0
exo_circ_000572	chr4:48684672-48710698:-	0	0	0	0	569.923	0
exo_circ_000573	chr5:109713519-109716264:+	0	0	0	0	639.914	0
exo_circ_000574	chr5:124701013-124701269:-	887.363	0	134.615	0	759.897	3277.862
exo_circ_000575	chr5:43675510-43704400:+	0	0	0	0	249.966	0
exo_circ_000576	chr5:53646232-53658624:+	1105.019	0	0	0	509.931	0
exo_circ_000577	chr5:94643272-94654752:+	0	0	288.46	0	479.935	0
exo_circ_000578	chr6:18212487-18213781:+	0	0	355.768	0	429.942	0
exo_circ_000579	chr6:79042842-79060818:-	0	0	105.769	0	0	0
exo_circ_000580	chr7:2437803-2443746:+	0	0	0	0	0	2101.193
exo_circ_000581	chr8:130358016-130361771:-	0	2210.816	980.765	2039.081	0	441.251
exo_circ_000582	chr10:124942456-124943307:+	2302.122	0	0	0	429.942	0
exo_circ_000583	chr10:50519830-50590247:-	954.334	0	471.152	0	239.968	0
exo_circ_000584	chr12:42351884-42398994:+	0	0	144.23	0	0	0
exo_circ_000585	chr18:2890560-2892486:+	0	1244.55	182.691	0	919.876	0
exo_circ_000586	chr18:54877566-54884436:+	0	0	173.076	0	709.904	0
exo_circ_000588	chr20:33619516-33623296:+	979.448	0	394.229	0	19.997	0
exo_circ_000589	chr20:37066723-37068186:-	0	0	19.231	717.305	0	0
exo_circ_000590	chr20:38057531-38066256:+	0	0	0	0	279.962	0
exo_circ_000591	chr21:37420298-37430400:+	0	0	0	0	39.995	0
exo_circ_000592	chr22:21799011-21807846:-	0	1012.646	201.922	0	0	0
exo_circ_000593	chrX:53987077-53987944:-	0	0	0	0	199.973	0
exo_circ_000594	chr1:230954332-230961303:-	468.796	0	374.998	0	1059.857	0
exo_circ_000595	chr1:75739979-75750546:+	0	0	615.382	0	189.974	0
exo_circ_000596	chr1:77801330-77815231:+	0	0	413.46	0	0	0
exo_circ_000597	chr2:32478634-32479617:+	0	0	749.996	0	0	0
exo_circ_000598	chr2:9350807-9368519:+	0	0	0	0	279.962	0
exo_circ_000599	chr3:123931101-123949132:-	1331.045	1445.534	0	0	0	0
exo_circ_000600	chr4:53425871-53444103:+	0	0	1288.455	0	1069.856	0
exo_circ_000601	chr5:179591624-179593645:+	0	0	0	0	289.961	0
exo_circ_000603	chr6:20781144-20846178:+	2109.581	0	1528.839	0	189.974	0
exo_circ_000604	chr6:42603587-42612291:+	0	5040.042	0	0	669.91	0
exo_circ_000605	chr7:105073618-105077433:+	0	0	124.999	0	639.914	0
exo_circ_000607	chr7:27629370-27632445:-	0	0	663.458	741.484	0	0
exo_circ_000608	chr8:100287500-100288267:-	0	2442.72	0	394.921	0	0
exo_circ_000609	chr8:55941854-55953984:+	0	0	0	0	149.98	0
exo_circ_000610	chr9:83682950-83686155:-	0	0	778.842	0	0	0
exo_circ_000611	chr10:48401611-48410168:+	0	0	0	0	259.965	1891.074
exo_circ_000612	chr11:108046269-108054955:+	0	0	211.537	0	0	0
exo_circ_000613	chr11:18291441-18292976:-	0	2782.845	115.384	0	0	2185.241
exo_circ_000614	chr11:77683709-77693611:-	0	2009.833	0	0	1609.783	0
exo_circ_000615	chr12:69589484-69592159:+	1515.215	0	0	0	0	1575.895
exo_circ_000616	chr12:95208842-95211267:-	0	0	490.382	0	0	0
exo_circ_000617	chr15:41696074-41699159:+	0	0	0	0	429.942	0
exo_circ_000618	chr16:67628369-67629533:+	0	0	788.458	572.232	179.976	0
exo_circ_000619	chr17:47361377-47379253:+	0	0	249.999	0	1069.856	0
exo_circ_000621	chr20:19579999-19585544:+	0	0	96.153	0	509.931	0
exo_circ_000622	chr1:20749722-20773610:-	0	0	0	0	169.977	0
exo_circ_000623	chr2:101855976-101859864:+	0	0	0	0	19.997	2857.623
exo_circ_000624	chr2:218582970-218584721:+	0	0	0	1370.134	459.938	0
exo_circ_000626	chr3:129880308-129880562:-	2050.982	0	249.999	0	19.997	0
exo_circ_000628	chr3:170122590-170126007:-	0	0	0	0	609.918	0
exo_circ_000629	chr3:183205875-183207823:-	0	0	451.921	0	379.949	0
exo_circ_000630	chr4:102714437-102726683:-	0	0	615.382	0	0	0
exo_circ_000632	chr4:82871943-82875822:-	0	0	48.077	0	379.949	0
exo_circ_000633	chr5:38523418-38530666:-	343.225	0	0	0	0	0
exo_circ_000637	chr7:23185069-23185298:+	0	0	0	773.722	239.968	0
exo_circ_000638	chr7:33357854-33388144:+	502.281	0	0	0	0	0
exo_circ_000639	chr8:130079901-130092143:-	0	0	1509.608	0	0	966.549
exo_circ_000640	chr8:28155941-28162078:+	0	0	0	0	169.977	0
exo_circ_000641	chr8:60584207-60591969:+	1004.562	0	0	1563.564	319.957	0
exo_circ_000642	chr8:67251298-67259926:-	0	0	634.612	0	99.987	0
exo_circ_000644	chr10:32451591-32474023:+	0	0	0	0	239.968	3193.814
exo_circ_000645	chr11:68591575-68600494:+	0	0	615.382	0	0	0
exo_circ_000646	chr12:5799506-5832603:-	1021.305	0	0	0	389.947	0
exo_circ_000647	chr14:103398950-103405267:+	552.509	0	0	975.213	0	0
exo_circ_000649	chr22:24302194-24313466:+	0	0	432.69	0	0	0
exo_circ_000650	chr1:211778917-211793190:-	0	0	0	0	889.88	0
exo_circ_000651	chr1:23071224-23072197:+	0	0	0	0	719.903	0
exo_circ_000652	chr1:26257596-26259802:+	1741.241	0	0	951.034	0	0
exo_circ_000653	chr1:66946149-66963160:+	912.478	0	0	0	0	0
exo_circ_000655	chr5:64788950-64804386:+	8.371	1066.757	0	0	539.927	0
exo_circ_000656	chr6:144451369-144459354:+	0	0	423.075	0	109.985	0
exo_circ_000658	chr7:148846469-148847305:-	883.178	0	1211.533	0	0	0
exo_circ_000659	chr8:97686667-97691188:+	0	0	0	0	289.961	0
exo_circ_000660	chr10:97436416-97437750:-	0	0	230.768	0	0	0
exo_circ_000661	chr11:107390073-107418287:-	0	0	48.077	0	0	0
exo_circ_000663	chr11:118583808-118584644:+	0	7.73	0	0	0	0
exo_circ_000664	chr11:47752915-47754664:-	0	0	826.919	0	0	0
exo_circ_000665	chr13:46003138-46020557:-	0	943.075	0	0	0	0
exo_circ_000666	chr14:58318541-58330169:+	0	0	0	0	159.978	0
exo_circ_000667	chr16:74457873-74459789:-	0	0	326.922	0	269.964	0
exo_circ_000668	chr17:42498923-42501304:+	0	0	0	0	0	10505.967
exo_circ_000669	chr19:21033455-21034184:+	699.008	0	1153.841	0	1364.816	0
exo_circ_000670	chr21:39206107-39212707:-	0	0	0	0	769.896	0
exo_circ_000671	chr21:45128401-45134832:+	527.395	0	1009.611	0	349.953	0
exo_circ_000672	chrX:110020351-110109146:+	1096.647	0	0	0	0	0
exo_circ_000673	chrX:11367770-11370505:-	0	0	451.921	0	0	0
exo_circ_000674	chr1:151166933-151167414:+	485.538	0	653.843	0	269.964	0
exo_circ_000675	chr1:171523220-171532961:+	0	1793.389	673.074	1128.345	0	0
exo_circ_000676	chr1:247156405-247159813:-	0	0	0	0	879.881	1239.704
exo_circ_000678	chr2:202755537-202759353:+	1130.133	0	336.537	1732.816	0	2647.504
exo_circ_000679	chr2:24564294-24584560:+	0	0	576.92	0	0	0
exo_circ_000680	chr7:131375423-131399433:+	0	0	0	0	99.987	0
exo_circ_000681	chr8:105419143-105444381:+	0	0	0	0	1579.787	0
exo_circ_000682	chr8:140397619-140405698:-	0	0	0	306.265	0	0
exo_circ_000683	chr8:47284027-47294030:+	0	0	0	0	0	2626.492
exo_circ_000684	chr9:121161855-121162271:+	0	0	711.535	0	0	0
exo_circ_000685	chr9:27009019-27048274:+	0	0	0	0	469.937	0
exo_circ_000686	chr10:16752538-16782084:-	0	0	0	3159.367	639.914	0
exo_circ_000687	chr12:94169152-94186473:+	0	2411.799	0	0	579.922	0
exo_circ_000688	chr13:49168612-49178654:+	0	0	249.999	0	0	0
exo_circ_000689	chr14:103003927-103012188:-	0	873.504	192.307	3272.201	0	0
exo_circ_000690	chr14:52511239-52544371:-	0	0	942.303	0	189.974	0
exo_circ_000691	chr15:100330888-100334180:-	0	2087.134	38.461	781.782	109.985	0
