exo_circ_ID	CircRNA	WhB1	WhB2	WhB3	WhB4	WhB5
exo_circ_000322	chr14:99257470-99257839:-	55.438	45.55	26.196	48.419	27.22
exo_circ_000323	chr16:58559803-58560362:-	374.205	592.152	527.655	280.83	476.342
exo_circ_000324	chr17:56848695-56856625:+	41.578	60.734	116.009	106.522	131.561
exo_circ_000325	chr18:42027442-42049605:+	332.627	242.934	172.143	154.94	195.073
exo_circ_000326	chr19:5047475-5082504:+	124.735	106.284	86.071	106.522	122.488
exo_circ_000327	chr21:37420298-37421866:+	1760.149	1609.438	1182.546	852.172	911.854
exo_circ_000328	chr1:155438326-155439068:-	41.578	91.1	78.587	29.051	95.268
exo_circ_000329	chr1:88740987-88771879:+	180.173	136.65	160.916	242.094	213.22
exo_circ_000330	chr2:144208602-144235737:-	207.892	212.567	74.845	106.522	145.171
exo_circ_000331	chr2:15488893-15511350:-	41.578	60.734	56.134	29.051	40.829
exo_circ_000332	chr2:45546731-45562756:-	27.719	91.1	71.102	87.154	63.512
exo_circ_000333	chr3:101671129-101672213:-	152.454	151.834	157.174	96.838	158.781
exo_circ_000334	chr3:56745204-56745462:-	69.297	30.367	7.484	9.684	4.537
exo_circ_000335	chr5:131677702-131709272:-	235.61	167.017	123.494	203.359	158.781
exo_circ_000336	chr5:176943334-176958154:-	1053.317	865.453	538.882	484.189	979.903
exo_circ_000337	chr6:42592150-42594304:+	887.004	1260.22	943.043	978.061	925.464
exo_circ_000338	chr6:87215902-87218731:+	110.876	136.65	33.68	96.838	81.659
exo_circ_000339	chr7:8218304-8236005:-	0	0	14.969	19.368	18.146
exo_circ_000340	chr8:140818276-140864399:-	0	0	26.196	0	18.146
exo_circ_000341	chr8:37765525-37766355:+	4739.928	5185.123	4099.618	3486.159	4545.661
exo_circ_000342	chr9:128508875-128515639:+	55.438	30.367	67.36	58.103	72.585
exo_circ_000343	chr9:74996446-75017448:-	0	91.1	59.876	67.786	77.122
exo_circ_000344	chr10:124681606-124682379:-	97.016	121.467	48.649	106.522	36.293
exo_circ_000345	chr10:22591628-22609717:-	457.361	743.985	628.695	484.189	807.513
exo_circ_000346	chr10:68468122-68470163:-	97.016	60.734	86.071	87.154	99.805
exo_circ_000347	chr11:34090178-34092056:+	69.297	106.284	89.814	116.205	108.878
exo_circ_000348	chr11:73707419-73718718:-	866.215	455.501	456.553	377.667	644.195
exo_circ_000349	chr12:120557281-120557682:+	304.908	288.484	175.885	367.983	240.439
exo_circ_000350	chr12:68302619-68302872:-	69.297	91.1	74.845	48.419	54.439
exo_circ_000351	chr13:41811224-41819386:-	97.016	91.1	29.938	87.154	163.317
exo_circ_000352	chr17:78086502-78087093:+	41.578	45.55	63.618	38.735	72.585
exo_circ_000353	chr19:19492305-19492712:+	235.61	273.301	269.441	222.727	213.22
exo_circ_000355	chr2:226906792-226914351:+	180.173	136.65	241.374	96.838	113.415
exo_circ_000356	chr2:230442936-230450255:+	457.361	212.567	213.307	397.035	335.707
exo_circ_000357	chr2:238182064-238185287:-	277.189	349.218	217.05	116.205	276.732
exo_circ_000358	chr5:179593477-179594963:+	55.438	0	63.618	38.735	36.293
exo_circ_000359	chr6:136694139-136697387:-	41.578	30.367	22.453	58.103	63.512
exo_circ_000360	chr6:138943512-138944622:-	124.735	242.934	149.689	135.573	122.488
exo_circ_000361	chr6:144487547-144493456:+	13.859	45.55	29.938	0	13.61
exo_circ_000362	chr6:20546345-20548705:+	138.594	151.834	74.845	213.043	72.585
exo_circ_000363	chr7:17868406-17875790:-	152.454	0	63.618	29.051	40.829
exo_circ_000364	chr8:140864311-140890769:-	13.859	75.917	22.453	19.368	40.829
exo_circ_000365	chr8:27294079-27294310:-	55.438	91.1	44.907	87.154	31.756
exo_circ_000366	chr9:124908376-124912026:-	679.112	607.335	464.037	513.24	662.342
exo_circ_000367	chr9:36352741-36353331:-	97.016	30.367	18.711	19.368	40.829
exo_circ_000368	chr12:69251128-69262562:+	263.329	182.201	138.463	145.257	294.878
exo_circ_000369	chr13:40933469-40934028:-	27.719	30.367	22.453	67.786	81.659
exo_circ_000370	chr15:40744046-40745259:-	13.859	30.367	14.969	0	22.683
exo_circ_000371	chr17:16101249-16101805:-	97.016	91.1	48.649	77.47	45.366
exo_circ_000372	chr17:36952885-36953907:+	27.719	0	29.938	48.419	31.756
exo_circ_000373	chr18:54277702-54287411:+	13.859	0	14.969	0	18.146
exo_circ_000374	chr22:26457858-26458577:-	69.297	167.017	74.845	19.368	95.268
exo_circ_000375	chr1:15534236-15536814:+	194.032	151.834	228.276	309.881	290.342
exo_circ_000376	chr1:1815755-1825499:-	235.61	318.851	318.09	338.932	258.585
exo_circ_000377	chr1:186893010-186911389:+	13.859	30.367	11.227	19.368	13.61
exo_circ_000378	chr1:28459084-28466535:+	0	45.55	7.484	0	13.61
exo_circ_000379	chr2:206127796-206130242:-	55.438	15.183	14.969	9.684	13.61
exo_circ_000380	chr3:18378169-18420991:-	27.719	0	26.196	38.735	45.366
exo_circ_000381	chr3:56737184-56745462:-	0	30.367	18.711	0	9.073
exo_circ_000382	chr4:109491326-109494856:+	512.799	501.051	415.388	358.3	376.537
exo_circ_000383	chr4:128936654-128959777:-	124.735	151.834	153.432	116.205	95.268
exo_circ_000384	chr4:78826036-78851056:+	124.735	167.017	108.525	135.573	117.951
exo_circ_000385	chr7:27785162-27785489:+	568.237	622.518	740.963	881.224	662.342
exo_circ_000386	chr7:73469516-73470483:-	13.859	30.367	29.938	9.684	13.61
exo_circ_000387	chr7:92294888-92307656:+	180.173	121.467	116.009	203.359	86.195
exo_circ_000388	chr8:42325969-42329214:+	138.594	121.467	86.071	145.257	81.659
exo_circ_000389	chr9:100498764-100516771:+	27.719	75.917	29.938	38.735	68.049
exo_circ_000390	chr9:93471140-93498886:+	291.048	212.567	116.009	164.624	195.073
exo_circ_000391	chr11:108227594-108235834:+	69.297	136.65	104.783	77.47	181.464
exo_circ_000392	chr11:117244444-117246948:+	0	0	14.969	29.051	9.073
exo_circ_000393	chr11:121045673-121060085:+	124.735	425.135	112.267	164.624	136.098
exo_circ_000394	chr11:86011029-86031611:-	679.112	698.435	939.301	1084.583	979.903
exo_circ_000395	chr12:96323947-96334865:-	318.767	227.751	295.637	280.83	294.878
exo_circ_000396	chr14:34969169-34972064:-	69.297	60.734	44.907	0	68.049
exo_circ_000397	chr15:76292430-76295737:-	69.297	30.367	59.876	135.573	127.024
exo_circ_000398	chr16:72088986-72090786:-	318.767	364.401	370.481	455.137	471.805
exo_circ_000399	chr17:78079394-78087093:+	55.438	0	22.453	9.684	9.073
exo_circ_000400	chr19:5653114-5654456:+	152.454	121.467	59.876	77.47	58.976
exo_circ_000402	chr1:8541213-8557523:-	166.313	151.834	127.236	125.889	104.342
exo_circ_000403	chr1:88740987-88786213:+	194.032	136.65	97.298	348.616	240.439
exo_circ_000404	chr3:109054727-109069757:-	0	15.183	22.453	29.051	22.683
exo_circ_000405	chr3:56660730-56673725:-	235.61	318.851	157.174	164.624	199.61
exo_circ_000406	chr5:168488601-168494650:+	637.534	561.785	613.727	803.753	666.878
exo_circ_000407	chr6:163455278-163478896:+	180.173	121.467	119.752	145.257	254.049
exo_circ_000408	chr6:7602622-7606195:+	166.313	121.467	160.916	164.624	213.22
exo_circ_000409	chr7:10982371-10990847:+	27.719	0	11.227	29.051	13.61
exo_circ_000410	chr9:112142319-112157613:-	41.578	15.183	18.711	0	0
exo_circ_000411	chr9:112149243-112157613:-	138.594	106.284	112.267	58.103	90.732
exo_circ_000412	chr9:33996222-34017189:-	166.313	303.668	145.947	242.094	322.098
exo_circ_000413	chr9:37424844-37426654:+	180.173	136.65	71.102	135.573	127.024
exo_circ_000414	chr9:6420911-6434173:+	166.313	60.734	157.174	87.154	113.415
exo_circ_000415	chr9:83677726-83678599:-	13.859	0	22.453	9.684	36.293
exo_circ_000417	chr11:74789625-74817714:+	124.735	91.1	142.205	164.624	176.927
exo_circ_000418	chr12:71642435-71644318:-	55.438	45.55	67.36	58.103	77.122
exo_circ_000419	chr13:41369089-41372830:+	207.892	167.017	153.432	203.359	176.927
exo_circ_000420	chr14:59263440-59291306:+	55.438	60.734	78.587	58.103	131.561
exo_circ_000421	chr14:73147794-73148094:+	346.486	303.668	202.081	145.257	163.317
exo_circ_000422	chr19:18539370-18539720:-	69.297	45.55	18.711	96.838	22.683
exo_circ_000423	chr20:10556230-10560820:+	235.61	242.934	321.832	251.778	322.098
exo_circ_000424	chr1:246591511-246591941:+	110.876	227.751	82.329	145.257	45.366
exo_circ_000425	chr2:24270670-24275849:-	0	45.55	26.196	48.419	9.073
exo_circ_000426	chr2:62000700-62000982:+	0	0	0	9.684	0
exo_circ_000427	chr3:52412810-52414587:+	360.345	501.051	370.481	116.205	685.025
exo_circ_000428	chr5:137952627-137954376:-	83.157	106.284	153.432	87.154	122.488
exo_circ_000429	chr5:141582311-141583615:-	110.876	91.1	86.071	116.205	122.488
exo_circ_000430	chr6:30650993-30651466:+	13.859	60.734	18.711	38.735	22.683
exo_circ_000431	chr6:75634706-75663518:+	194.032	136.65	138.463	222.727	117.951
exo_circ_000432	chr7:116110707-116112038:-	0	0	7.484	19.368	18.146
exo_circ_000433	chr7:77571077-77600806:+	0	0	18.711	9.684	31.756
exo_circ_000434	chr8:123333877-123337821:-	83.157	106.284	71.102	164.624	149.707
exo_circ_000435	chr11:124647364-124648175:-	69.297	60.734	71.102	125.889	81.659
exo_circ_000436	chr11:74132843-74133557:-	457.361	379.584	770.9	600.394	576.147
exo_circ_000437	chr11:86250295-86256512:+	0	45.55	22.453	9.684	9.073
exo_circ_000438	chr22:41342528-41343576:+	69.297	151.834	29.938	48.419	36.293
exo_circ_000439	chr1:151117391-151118139:+	69.297	106.284	48.649	67.786	58.976
exo_circ_000440	chr1:20757165-20773610:-	859.285	1229.854	662.376	658.497	775.756
exo_circ_000441	chr1:20904882-20942330:-	41.578	0	22.453	29.051	36.293
exo_circ_000442	chr1:33280123-33280457:+	0	0	7.484	0	0
exo_circ_000443	chr1:50490587-50535457:-	346.486	349.218	497.717	367.983	254.049
exo_circ_000444	chr1:51827795-51834170:-	166.313	197.384	86.071	232.411	122.488
exo_circ_000445	chr1:58506059-58539310:-	13.859	0	41.165	38.735	40.829
exo_circ_000446	chr2:177231888-177234271:-	568.237	531.418	572.562	513.24	576.147
exo_circ_000447	chr2:202555251-202556531:+	0	0	11.227	0	18.146
exo_circ_000448	chr2:62979187-62996766:+	0	15.183	33.68	9.684	13.61
exo_circ_000449	chr3:146121111-146124229:-	41.578	45.55	52.391	0	63.512
exo_circ_000450	chr3:3140509-3144710:+	55.438	182.201	179.627	116.205	108.878
exo_circ_000451	chr4:147857552-147881932:+	13.859	106.284	26.196	58.103	31.756
exo_circ_000452	chr5:143054438-143057747:+	512.799	470.685	288.152	367.983	317.561
exo_circ_000453	chr5:76697986-76701213:+	138.594	197.384	224.534	164.624	181.464
exo_circ_000454	chr6:136694139-136698682:-	55.438	197.384	59.876	106.522	90.732
exo_circ_000455	chr6:152329729-152331890:-	0	0	7.484	0	0
exo_circ_000456	chr8:102287432-102288266:-	0	15.183	18.711	19.368	0
exo_circ_000457	chr9:5968018-5988545:-	69.297	60.734	41.165	38.735	45.366
exo_circ_000458	chr10:28583398-28596041:+	69.297	121.467	97.298	116.205	136.098
exo_circ_000459	chr10:96944112-96952196:+	124.735	60.734	74.845	77.47	86.195
exo_circ_000460	chr12:26996741-26999676:-	27.719	15.183	26.196	58.103	45.366
exo_circ_000461	chr12:69589484-69593613:+	360.345	288.484	422.873	397.035	390.147
exo_circ_000462	chr14:67685014-67690421:-	41.578	136.65	71.102	58.103	49.902
exo_circ_000463	chr16:53254437-53274302:+	83.157	75.917	82.329	67.786	86.195
exo_circ_000464	chr16:69695135-69695379:+	692.972	1123.57	943.043	1007.113	952.683
exo_circ_000465	chr17:42727634-42730918:-	374.205	182.201	306.863	164.624	303.951
exo_circ_000466	chr17:61984170-61985090:-	679.112	546.602	684.829	542.291	562.537
exo_circ_000467	chr20:32316217-32316874:+	83.157	151.834	101.04	87.154	86.195
exo_circ_000468	chr21:36247516-36248568:+	374.205	501.051	172.143	164.624	254.049
exo_circ_000469	chrX:53645310-53654131:-	27.719	0	33.68	19.368	22.683
exo_circ_000470	chr1:21050865-21111383:-	207.892	151.834	119.752	58.103	86.195
exo_circ_000471	chr1:28987430-28987905:+	970.161	804.719	1077.764	1065.215	1084.244
exo_circ_000472	chr2:168161786-168182090:-	41.578	91.1	74.845	135.573	122.488
exo_circ_000473	chr2:171046173-171050174:-	97.016	0	0	43.577	49.902
exo_circ_000474	chr2:190900563-190924593:+	97.016	136.65	37.422	125.889	72.585
exo_circ_000475	chr2:9350807-9358889:+	13.859	0	3.742	9.684	13.61
exo_circ_000476	chr3:37121491-37149038:-	110.876	121.467	41.165	116.205	58.976
exo_circ_000477	chr3:56566593-56567053:+	1663.133	1518.338	2503.555	2817.979	2091.367
exo_circ_000478	chr4:105233896-105237351:+	138.594	273.301	89.814	125.889	90.732
exo_circ_000479	chr5:109713519-109729513:+	526.659	151.834	224.534	338.932	240.439
exo_circ_000480	chr5:133091192-133092789:+	97.016	212.567	86.071	67.786	72.585
exo_circ_000481	chr7:156826604-156836885:-	318.767	258.117	239.503	183.992	349.317
exo_circ_000482	chr9:16727796-16738485:-	0	45.55	14.969	9.684	13.61
exo_circ_000483	chr9:85618982-85633374:-	55.438	242.934	86.071	38.735	95.268
exo_circ_000484	chr10:110964124-110985765:+	55.438	30.367	71.102	77.47	86.195
exo_circ_000485	chr11:117152440-117163892:+	83.157	60.734	41.165	0	63.512
exo_circ_000486	chr11:61437624-61438113:+	0	15.183	33.68	38.735	40.829
exo_circ_000487	chr11:85996825-86031611:-	831.566	698.435	497.717	774.702	630.586
exo_circ_000488	chr14:50329832-50332432:-	69.297	45.55	157.174	125.889	140.634
exo_circ_000489	chr15:49235850-49239367:+	166.313	227.751	108.525	154.94	131.561
exo_circ_000490	chr15:93000511-93014909:+	388.064	273.301	149.689	232.411	172.39
exo_circ_000491	chr16:53255599-53274302:+	41.578	45.55	52.391	58.103	54.439
exo_circ_000492	chr16:74459681-74463479:-	13.859	75.917	44.907	29.051	27.22
exo_circ_000493	chr18:56756582-56758953:+	13.859	45.55	22.453	19.368	13.61
exo_circ_000494	chr18:9208656-9221999:+	55.438	106.284	67.36	106.522	49.902
exo_circ_000495	chr20:47262287-47276795:-	55.438	121.467	63.618	48.419	63.512
exo_circ_000496	chr2:134253094-134254644:+	13.859	91.1	26.196	29.051	22.683
exo_circ_000497	chr2:32607454-32611582:+	13.859	60.734	22.453	9.684	22.683
exo_circ_000498	chr2:47822217-47823360:-	0	0	29.938	38.735	9.073
exo_circ_000499	chr3:52737585-52741499:-	263.329	106.284	213.307	106.522	226.829
exo_circ_000500	chr4:56011411-56011985:+	526.659	698.435	434.099	426.086	376.537
exo_circ_000501	chr6:57124733-57142095:+	110.876	182.201	52.391	116.205	122.488
exo_circ_000502	chr8:123337624-123339446:-	415.783	288.484	613.727	474.505	666.878
exo_circ_000503	chr9:112078537-112080165:-	207.892	182.201	172.143	174.308	172.39
exo_circ_000504	chr9:6880011-6893232:+	97.016	75.917	86.071	38.735	72.585
exo_circ_000505	chr10:126970701-126990603:+	13.859	30.367	7.484	9.684	18.146
exo_circ_000506	chr10:68786135-68786692:+	97.016	91.1	187.112	145.257	77.122
exo_circ_000507	chr12:28450160-28484165:+	41.578	0	41.165	38.735	27.22
exo_circ_000508	chr13:77719531-77753358:+	69.297	106.284	74.845	106.522	117.951
exo_circ_000509	chr14:30670255-30675065:+	277.189	182.201	351.77	174.308	335.707
exo_circ_000510	chr15:43814500-43815074:-	41.578	0	63.618	48.419	58.976
exo_circ_000511	chr15:58886974-58887540:-	41.578	60.734	56.134	48.419	31.756
exo_circ_000513	chr15:80120327-80122800:+	533.588	690.844	828.905	890.907	755.342
exo_circ_000514	chr17:49311311-49312845:-	0	75.917	44.907	29.051	45.366
exo_circ_000515	chr18:57731413-57732023:+	27.719	0	14.969	0	0
exo_circ_000516	chr20:37184179-37184373:+	13.859	60.734	18.711	29.051	45.366
exo_circ_000517	chr1:161846448-161863312:+	41.578	106.284	52.391	58.103	36.293
exo_circ_000518	chr2:112299848-112332282:+	13.859	0	14.969	19.368	9.073
exo_circ_000519	chr2:187484123-187503770:-	41.578	0	33.68	38.735	18.146
exo_circ_000520	chr3:196806578-196812851:+	166.313	106.284	127.236	58.103	204.146
exo_circ_000521	chr3:57242855-57248351:+	83.157	121.467	63.618	87.154	63.512
exo_circ_000522	chr4:2949933-2951245:-	55.438	30.367	41.165	48.419	49.902
exo_circ_000523	chr4:39737419-39755739:+	1926.462	2277.507	2855.325	2091.696	2068.684
exo_circ_000524	chr4:39737419-39777810:+	27.719	121.467	104.783	96.838	77.122
exo_circ_000525	chr5:94628810-94630743:+	138.594	121.467	112.267	77.47	167.854
exo_circ_000526	chr6:3076763-3077935:+	27.719	45.55	22.453	9.684	13.61
exo_circ_000527	chr7:105090008-105091314:+	138.594	121.467	123.494	135.573	145.171
exo_circ_000528	chr9:37126311-37147445:+	110.876	197.384	86.071	145.257	58.976
exo_circ_000529	chr10:119515508-119527424:-	194.032	136.65	149.689	116.205	272.195
exo_circ_000530	chr11:110136662-110137414:+	27.719	30.367	18.711	38.735	22.683
exo_circ_000531	chr11:128758114-128772985:+	27.719	15.183	14.969	19.368	4.537
exo_circ_000532	chr11:85996825-86003451:-	831.566	1002.103	662.376	542.291	893.708
exo_circ_000533	chr12:111679150-111683307:-	166.313	258.117	145.947	135.573	140.634
exo_circ_000534	chr20:47246007-47249439:-	110.876	91.1	82.329	125.889	122.488
exo_circ_000535	chr21:14968296-15043574:-	0	15.183	14.969	29.051	9.073
exo_circ_000536	chr1:114463103-114463556:-	97.016	60.734	119.752	77.47	90.732
exo_circ_000537	chr1:223804173-223806947:-	83.157	182.201	130.978	125.889	190.537
exo_circ_000538	chr1:25227441-25228235:-	540.518	592.152	419.13	484.189	390.147
exo_circ_000539	chr1:51405904-51408332:-	138.594	167.017	250.73	203.359	181.464
exo_circ_000540	chr2:108771700-108773046:+	0	0	48.649	58.103	40.829
exo_circ_000541	chr2:54982514-54987698:-	97.016	75.917	33.68	19.368	45.366
exo_circ_000542	chr3:119500694-119513719:+	83.157	45.55	78.587	77.47	18.146
exo_circ_000543	chr4:82970326-82979006:-	637.534	425.135	520.171	610.078	612.439
exo_circ_000544	chr5:140440118-140449305:+	27.719	45.55	11.227	38.735	45.366
exo_circ_000545	chr5:146254942-146258593:+	97.016	75.917	86.071	48.419	40.829
exo_circ_000546	chr6:144781921-144803147:+	83.157	30.367	18.711	19.368	22.683
exo_circ_000547	chr6:145888019-145894977:-	152.454	91.1	71.102	125.889	158.781
exo_circ_000548	chr6:87210450-87218731:+	69.297	0	3.742	0	13.61
exo_circ_000549	chr8:108449822-108455930:+	166.313	212.567	333.059	435.77	258.585
exo_circ_000550	chr8:73673106-73688813:-	207.892	136.65	145.947	116.205	127.024
exo_circ_000551	chr9:125657650-125672643:-	55.438	121.467	29.938	38.735	31.756
exo_circ_000552	chr10:84417770-84425893:+	97.016	182.201	56.134	58.103	68.049
exo_circ_000553	chr11:48139485-48139776:+	0	0	0	0	9.073
exo_circ_000554	chr12:116230532-116237705:-	692.972	592.152	445.326	329.248	558
exo_circ_000555	chr12:32598496-32611283:+	166.313	288.484	108.525	261.462	222.293
exo_circ_000556	chr13:112516439-112527484:-	110.876	136.65	29.938	19.368	40.829
exo_circ_000557	chr13:95034604-95053184:-	55.438	75.917	59.876	29.051	81.659
exo_circ_000558	chr14:31133237-31133675:-	69.297	212.567	37.422	48.419	58.976
exo_circ_000559	chr15:42515236-42529819:+	41.578	0	29.938	48.419	31.756
exo_circ_000560	chr16:17258987-17259498:-	55.438	60.734	22.453	48.419	9.073
exo_circ_000561	chr16:31722625-31723353:+	0	151.834	97.298	145.257	136.098
exo_circ_000562	chr16:74915869-74916259:-	124.735	30.367	33.68	38.735	68.049
exo_circ_000563	chr17:82563353-82568201:+	110.876	167.017	82.329	67.786	117.951
exo_circ_000564	chr18:21006350-21008194:-	55.438	0	37.422	19.368	49.902
exo_circ_000565	chr20:35729311-35732135:-	0	1123.57	0	1646.242	0
exo_circ_000566	chr22:50372019-50394135:+	83.157	136.65	41.165	29.051	54.439
exo_circ_000567	chr2:106145189-106166083:-	0	0	18.711	29.051	31.756
exo_circ_000568	chr2:233388256-233390483:+	83.157	273.301	127.236	183.992	117.951
exo_circ_000569	chr2:61522610-61526521:-	1108.755	1442.421	1253.649	1016.797	1288.391
exo_circ_000570	chr3:8935870-8941804:-	180.173	136.65	239.503	87.154	99.805
exo_circ_000571	chr4:109940945-109945275:+	27.719	45.55	11.227	9.684	13.61
exo_circ_000572	chr4:48684672-48710698:-	41.578	106.284	116.009	48.419	72.585
exo_circ_000573	chr5:109713519-109716264:+	124.735	60.734	112.267	77.47	77.122
exo_circ_000574	chr5:124701013-124701269:-	13.859	0	0	0	0
exo_circ_000575	chr5:43675510-43704400:+	27.719	15.183	0	67.786	27.22
exo_circ_000576	chr5:53646232-53658624:+	83.157	0	63.618	29.051	54.439
exo_circ_000577	chr5:94643272-94654752:+	235.61	258.117	333.059	300.197	136.098
