exo_circ_ID	CircRNA	HCC1	HCC2	HCC3	HCC4	HCC5	HCC6	HCC7	HCC8	HCC9	HCC10	HCC11	HCC12	HCC13	HCC14	HCC15	HCC16	HCC17	HCC18	HCC19	HCC20	HCC21
exo_circ_000118	chr17:59731420-59738947:+	1043.801	770.394	1190.089	0	1280.149	525.873	634.105	679.224	553.329	718.797	0	1191.829	0	970.769	1357.915	631.872	1157.659	763.647	581.064	535.366	1205.726
exo_circ_000119	chr21:14991200-15043574:-	1912.009	1146.041	1336.043	0	303.443	2077.198	1742.188	1945.051	1622.6	2276.191	853.451	454.686	360.699	395.499	788.16	812.406	1067.84	1792.911	1428.156	723.961	1170.522
exo_circ_000120	chr21:46349011-46349820:+	87.796	776.761	505.226	917.255	274.995	490.815	422.737	358.136	740.264	811.975	1112.363	110.227	161.365	604.034	170.926	613.818	274.445	937.958	1225.134	535.366	677.671
exo_circ_000121	chrX:44524001-44527365:-	780.412	1362.515	858.885	648.404	1327.562	1191.979	1056.842	722.447	957.11	2083.181	1102.774	558.024	825.811	970.769	598.242	279.829	948.083	365.223	1029.113	815.217	686.472
exo_circ_000122	chrX:77652113-77656653:-	243.879	216.474	544.522	690.577	919.811	806.339	557.244	142.02	785.129	652.242	306.859	227.343	427.144	762.233	854.632	1326.93	0	771.948	637.07	553.617	545.657
exo_circ_000123	chr1:29154695-29154910:-	380.451	509.351	1369.725	442.813	180.169	61.352	288.23	438.408	912.245	339.432	47.947	454.686	199.334	330.781	541.267	180.535	678.627	780.248	749.082	480.613	343.236
exo_circ_000124	chr3:3137259-3144710:+	526.778	1317.947	1184.475	337.381	284.477	1691.558	390.711	821.244	643.058	326.121	594.539	358.238	835.303	1028.296	978.079	1001.968	1162.649	605.937	616.067	1204.574	607.263
exo_circ_000125	chr3:50065030-50066502:+	517.023	362.913	303.136	411.183	417.234	666.106	435.547	314.913	329.006	565.72	786.326	647.584	0	582.461	294.373	397.176	394.203	348.621	378.041	474.529	457.648
exo_circ_000126	chr4:177353307-177360677:+	1053.556	636.689	842.044	1565.659	199.134	736.222	621.295	345.787	695.4	858.563	508.235	420.24	1006.16	639.988	921.103	1949.775	673.638	1967.221	791.087	991.644	668.87
exo_circ_000127	chr6:116689319-116705160:+	312.165	407.481	392.954	653.676	862.915	148.997	486.788	339.612	456.123	412.643	479.467	261.789	892.255	819.761	170.926	776.299	454.082	937.958	525.057	383.273	457.648
exo_circ_000128	chr6:144537581-144539443:+	995.025	267.409	1964.769	938.341	1261.184	1525.032	890.309	555.729	635.581	492.509	1658.955	1405.394	1205.494	1294.359	1538.337	1372.064	489.011	971.16	952.104	1125.486	1188.124
exo_circ_000129	chr6:16326393-16328470:-	390.206	509.351	729.771	163.419	1043.084	1104.333	326.66	80.272	239.277	113.144	1074.006	1233.165	1366.859	553.698	968.583	1254.716	304.384	1029.263	700.077	340.688	264.028
exo_circ_000130	chr6:18236451-18258405:-	380.451	445.682	117.886	2219.335	711.194	1603.912	1204.159	1234.953	800.084	1011.641	1083.595	323.792	920.732	1057.06	1281.948	658.952	828.325	431.627	1085.119	955.142	906.495
exo_circ_000131	chr6:7176654-7189322:+	273.144	432.949	628.726	495.528	483.612	368.111	570.054	450.758	321.529	286.188	421.931	785.367	512.572	668.752	522.275	379.123	204.586	240.715	189.021	358.939	748.078
exo_circ_000132	chr8:51845660-51861246:-	3102.136	1279.745	1510.065	1655.276	2607.71	1612.677	333.065	209.942	1443.142	236.271	0	1426.062	2914.068	1725.812	1348.419	577.711	1407.154	531.233	868.095	1417.503	968.101
exo_circ_000133	chr8:70213902-70216764:-	419.471	1572.622	2037.746	632.589	862.915	1007.923	1518.01	568.078	934.677	1344.417	1860.331	1143.605	189.842	1315.931	617.234	1426.224	748.486	1137.17	910.1	815.217	871.291
exo_circ_000134	chr9:33948373-33953474:-	0	967.768	404.181	337.381	455.164	464.521	589.27	469.282	628.103	505.82	326.037	592.47	237.302	136.627	484.291	794.353	503.981	722.145	602.066	559.701	783.282
exo_circ_000135	chr11:86022366-86031611:-	253.634	120.971	527.681	0	132.756	315.524	672.536	209.942	448.645	339.432	498.646	1122.938	332.223	215.726	436.812	1010.995	104.788	805.15	371.041	638.789	387.24
exo_circ_000136	chr14:21503172-21503881:-	0	445.682	123.5	616.775	1043.084	508.344	294.635	426.059	127.116	292.843	306.859	1233.165	1148.542	64.718	769.169	406.203	658.668	1278.279	140.015	626.622	528.055
exo_circ_000137	chr14:52536718-52544371:-	1394.986	706.725	842.044	1307.351	2124.099	1034.217	928.74	419.884	2460.071	279.532	891.808	874.927	2325.559	1682.666	607.738	1724.107	1192.588	2124.931	770.084	1259.327	959.3
exo_circ_000138	chr15:63696123-63716473:-	302.41	502.984	600.658	421.726	369.821	43.823	339.47	351.962	508.464	173.044	297.269	558.024	560.033	143.818	446.308	0	389.213	406.725	840.092	328.52	492.851
exo_circ_000139	chr15:94440175-94458246:+	0	362.913	937.475	2604.16	180.169	0	230.584	555.729	949.632	312.81	1467.169	1550.067	1775.019	927.624	1775.735	1913.668	853.274	498.031	553.061	371.106	1372.943
exo_circ_000140	chr16:22349278-22349849:-	985.27	191.007	898.18	52.716	768.089	175.291	179.343	648.35	224.323	252.91	757.558	551.135	284.762	438.644	294.373	72.214	319.354	680.642	826.09	498.864	193.62
exo_circ_000141	chr1:35358924-35361789:+	331.675	146.439	499.613	400.64	151.721	490.815	160.128	160.544	575.761	252.91	383.573	254.9	0	330.781	455.804	1227.636	359.273	190.912	385.042	456.278	528.055
exo_circ_000142	chr2:58221941-58232112:-	1843.723	1502.587	1094.657	1254.636	1365.492	2164.844	1024.817	1167.03	2347.909	1178.029	1093.184	1770.521	1072.605	1337.504	1680.776	1525.519	1322.326	2373.946	1358.149	1612.182	1232.129
exo_circ_000143	chr2:8908620-8958642:-	1287.679	955.034	769.067	716.935	0	744.987	1152.919	1117.632	1054.316	1111.473	1582.241	323.792	1034.637	798.188	921.103	1209.583	958.062	863.253	1246.136	1819.028	800.884
exo_circ_000144	chr3:129880308-129880559:-	0	391.564	0	384.825	417.234	83.263	288.23	370.486	216.845	106.488	441.109	337.57	52.206	115.054	113.951	496.471	117.263	423.326	171.519	285.934	184.819
exo_circ_000145	chr4:150798080-150817257:-	721.881	1203.343	1055.362	785.465	635.333	1340.976	1402.718	963.263	829.993	851.908	1726.081	227.343	208.826	999.533	503.283	577.711	883.214	1261.678	1239.136	839.551	1355.341
exo_circ_000146	chr4:38089931-38103157:+	380.451	1146.041	645.567	316.295	948.258	972.865	467.573	401.36	448.645	1038.263	1083.595	1054.046	607.493	445.835	493.787	0	538.91	257.316	1246.136	742.212	642.467
exo_circ_000147	chr4:73090666-73092300:-	1151.107	592.121	123.5	405.912	341.373	990.394	493.193	104.971	224.323	159.733	172.608	316.903	550.541	258.872	721.689	379.123	498.991	747.046	483.053	401.525	387.24
exo_circ_000148	chr5:103096540-103097781:-	770.657	369.28	1425.861	68.531	796.537	543.402	345.876	123.495	329.006	219.632	0	936.929	1822.479	337.971	693.201	992.941	633.718	539.533	546.06	584.036	536.856
exo_circ_000149	chr5:139363758-139364743:+	1024.29	1063.271	819.589	864.539	1024.119	736.222	371.496	277.864	486.032	565.72	489.056	682.03	360.699	812.57	740.681	1029.048	773.436	1535.595	189.021	450.194	572.06
exo_circ_000150	chr5:66053405-66054951:+	419.471	1044.17	370.499	490.257	265.512	1253.331	890.309	679.224	403.781	725.453	623.307	27.557	189.842	862.906	408.324	171.508	898.183	323.72	742.081	577.952	844.888
exo_circ_000151	chr6:13639562-13644729:-	107.307	687.624	415.408	147.604	379.303	140.233	666.131	549.554	515.942	658.897	527.414	213.565	531.556	589.652	322.861	541.604	319.354	1012.662	686.075	657.04	246.426
exo_circ_000152	chr7:103321931-103322794:-	351.185	732.193	331.204	1808.151	1678.417	648.577	1044.032	710.098	1159	898.497	498.646	826.702	863.779	1423.795	1054.046	505.497	608.769	406.725	1043.114	1429.671	660.069
exo_circ_000153	chr8:70159504-70162854:-	468.247	477.517	398.567	179.234	123.274	560.931	557.244	271.69	366.393	532.442	757.558	268.678	322.731	496.171	142.439	63.187	259.475	572.735	343.038	267.683	202.421
exo_circ_000154	chr11:128768117-128782023:+	760.901	1158.774	1100.271	622.046	862.915	893.984	1492.389	2574.877	1772.148	1870.204	460.288	730.254	626.477	165.39	807.152	622.845	1382.204	1020.963	1218.133	803.049	1381.744
exo_circ_000155	chr12:120782654-120784593:-	712.126	993.235	1728.997	463.899	616.368	815.103	864.689	395.185	672.968	775.369	354.805	1026.489	208.826	359.544	85.463	1029.048	828.325	738.746	651.071	1301.913	633.666
exo_circ_000156	chr13:95757643-95763953:+	1785.192	2546.757	1122.725	1107.031	2351.681	2892.301	3650.909	3476.392	1473.051	3703.802	1074.006	213.565	721.398	1481.322	3418.527	1119.315	2000.953	879.854	2065.226	1855.53	2701.882
exo_circ_000157	chr14:50150007-50150230:-	0	617.589	1173.248	421.726	322.408	262.936	371.496	401.36	373.871	119.8	939.755	819.813	303.747	222.917	113.951	54.16	474.041	605.937	609.067	827.384	466.449
exo_circ_000158	chr15:62007307-62013992:-	1921.764	3056.108	1201.316	1075.402	1991.342	3391.881	2920.727	1673.361	1697.374	1910.137	1630.187	640.694	2373.02	2423.327	0	0	2544.853	1435.989	1442.158	2257.055	2596.271
exo_circ_000159	chr21:37420298-37472880:+	673.105	846.797	931.862	426.998	682.746	885.219	646.915	426.059	560.806	698.831	498.646	544.246	654.953	740.661	303.869	324.963	568.85	273.917	392.043	693.542	440.046
exo_circ_000160	chr1:30992389-30995220:-	312.165	70.036	376.113	674.762	0	727.458	333.065	185.243	381.348	106.488	373.984	1984.086	579.017	762.233	1016.062	1010.995	209.576	0	294.032	498.864	431.245
exo_circ_000161	chr3:71015548-71053773:-	321.92	197.374	538.908	674.762	0	341.817	44.836	6.175	74.774	99.833	0	516.689	227.81	675.943	161.43	90.267	34.929	282.217	217.024	310.269	96.81
exo_circ_000162	chr3:71690009-71699708:-	751.146	579.387	785.908	453.356	578.438	1025.452	672.536	376.661	321.529	319.465	393.163	1763.632	265.778	697.516	560.259	1110.289	324.344	406.725	784.086	745.254	660.069
exo_circ_000163	chr4:53425871-53428183:+	702.371	814.962	123.5	289.937	379.303	1034.217	589.27	389.01	426.213	805.319	738.379	199.786	142.381	287.635	170.926	0	334.324	464.829	469.051	577.952	748.078
exo_circ_000164	chr4:73085248-73092300:-	546.288	388.38	286.295	500.8	369.821	446.992	96.077	166.719	142.071	46.589	853.451	0	465.112	330.781	370.34	767.273	199.596	390.124	392.043	352.855	844.888
exo_circ_000165	chr5:172055587-172057473:-	751.146	343.812	0	1265.179	0	175.291	160.128	191.418	403.781	99.833	671.254	1219.386	654.953	366.735	826.144	884.62	244.505	0	308.034	882.137	334.435
exo_circ_000166	chr7:130120748-130122202:+	458.492	343.812	202.091	295.208	293.96	262.936	288.23	413.709	665.49	326.121	364.395	179.119	246.794	79.1	560.259	740.192	578.829	473.129	231.025	371.106	255.227
exo_circ_000167	chr8:141253988-141254629:-	702.371	343.812	415.408	421.726	341.373	885.219	813.448	981.788	658.013	552.409	738.379	799.146	208.826	323.59	332.357	1435.251	698.587	589.336	476.052	352.855	501.652
exo_circ_000168	chr9:37126311-37126942:+	1238.904	1056.904	1734.61	1133.389	1223.253	1402.328	768.612	395.185	1630.077	0	0	2059.867	4233.467	1301.55	2288.514	1922.695	723.537	1070.766	917.1	1101.151	1372.943
exo_circ_000169	chr18:62539680-62550460:+	965.759	706.725	1218.157	1929.398	0	885.219	787.828	685.399	829.993	851.908	834.272	675.14	151.873	985.151	379.836	415.23	658.668	498.031	574.063	565.785	730.476
exo_circ_000170	chr18:76849525-76851939:+	360.94	643.056	370.499	432.269	1156.875	666.106	262.609	389.01	157.026	432.609	316.448	447.797	379.683	812.57	389.332	234.695	538.91	282.217	406.044	273.767	624.865
exo_circ_000171	chr20:41092471-41101353:+	1043.801	426.582	1229.384	448.084	606.885	455.757	1255.4	882.991	1218.819	718.797	623.307	316.903	897.001	186.963	883.12	117.348	853.274	506.331	637.07	863.886	730.476
exo_circ_000172	chr20:48953555-48963898:+	292.654	1076.005	0	632.589	749.124	701.164	967.171	469.282	299.097	452.576	575.36	936.929	844.795	1172.114	0	785.326	1067.84	722.145	581.064	425.859	554.458
exo_circ_000173	chr1:32948221-32949774:-	224.368	120.971	364.886	400.64	246.547	403.169	224.179	284.039	119.639	272.877	0	578.692	427.144	316.399	85.463	478.417	264.465	456.528	203.022	158.176	149.616
exo_circ_000174	chr2:135675331-135680324:+	253.634	89.136	336.818	643.133	66.378	1060.51	499.598	246.991	358.916	326.121	872.63	172.23	142.381	122.245	645.722	45.134	279.435	448.228	357.039	547.534	70.407
exo_circ_000175	chr3:160413472-160414517:+	760.901	216.474	634.34	859.267	559.472	517.108	236.989	179.068	927.2	618.964	57.536	310.013	1623.145	208.536	512.779	1218.61	538.91	406.725	364.04	395.441	809.685
exo_circ_000176	chr3:170171372-170178938:-	653.595	337.445	1060.975	411.183	0	569.696	390.711	549.554	486.032	459.232	738.379	1460.508	1547.209	1093.014	902.111	0	673.638	356.922	784.086	1332.332	492.851
exo_circ_000177	chr4:36228581-36229645:-	175.593	267.409	381.727	426.998	720.676	499.579	313.85	142.02	224.323	119.8	0	454.686	484.096	136.627	797.656	216.642	249.495	132.808	231.025	285.934	246.426
exo_circ_000178	chr4:37631384-37638504:-	1034.045	394.747	1790.746	416.455	862.915	1200.743	377.901	321.088	336.484	452.576	1246.614	2459.44	844.795	747.852	959.087	1065.155	598.789	522.932	679.074	1137.653	1214.527
exo_circ_000179	chr4:48369848-48383784:+	1775.437	2101.074	493.999	1186.105	1716.347	1674.029	1998.392	1957.4	1547.826	2023.281	1984.993	199.786	1423.812	927.624	617.234	1417.198	1896.165	1917.418	2086.228	1466.173	1504.957
exo_circ_000180	chr5:43675510-43677806:+	916.984	1190.609	336.818	374.282	568.955	280.466	999.196	524.855	844.948	565.72	412.341	254.9	85.429	453.026	1044.55	324.963	683.617	1178.673	973.107	882.137	774.481
exo_circ_000181	chr6:154773988-154795139:+	136.572	375.647	0	110.703	218.099	368.111	473.978	493.981	336.484	252.91	383.573	454.686	208.826	496.171	218.406	117.348	424.142	630.839	287.031	231.181	378.44
exo_circ_000182	chr8:18011236-18011827:+	565.798	356.546	0	321.566	341.373	595.989	243.394	265.515	306.574	133.111	249.323	179.119	930.224	503.362	408.324	279.829	474.041	464.829	455.05	298.102	96.81
exo_circ_000183	chr8:668597-674047:-	780.412	649.423	948.703	711.663	0	376.876	140.912	0	119.639	146.422	0	372.016	237.302	517.744	294.373	704.086	354.283	630.839	273.03	699.626	176.018
exo_circ_000184	chr10:68959805-68960249:+	565.798	592.121	308.749	73.802	303.443	771.28	678.941	314.913	635.581	805.319	0	34.446	616.985	517.744	655.218	929.754	858.264	605.937	882.097	517.115	299.231
exo_circ_000185	chr11:107390073-107392895:-	653.595	299.244	0	1771.25	720.676	631.048	730.182	142.02	874.858	559.064	460.288	1274.5	0	1049.869	199.414	794.353	339.314	1079.067	266.029	863.886	440.046
exo_circ_000186	chr11:108267170-108267342:+	370.696	127.338	247	853.996	493.094	219.114	102.482	216.117	142.071	179.699	143.84	275.567	75.937	158.199	151.935	424.257	344.304	713.844	266.029	547.534	255.227
exo_circ_000187	chr11:130260855-130261929:-	526.778	636.689	886.953	827.638	1081.014	271.701	147.317	117.321	411.258	252.91	201.376	792.257	389.175	208.536	522.275	514.524	409.172	298.818	504.055	273.767	413.643
exo_circ_000188	chr13:21167987-21168399:-	829.187	865.897	1347.27	948.884	493.094	736.222	858.284	691.574	815.039	798.664	939.755	275.567	0	790.997	674.21	279.829	1496.972	747.046	1372.15	851.719	853.689
exo_circ_000189	chr13:40940920-40943925:-	380.451	573.02	499.613	542.973	824.985	438.227	582.864	920.04	321.529	672.209	575.36	206.676	332.223	424.262	1006.566	514.524	523.94	0	763.084	590.119	686.472
exo_circ_000190	chr14:65561336-65561766:+	253.634	343.812	258.227	379.554	436.199	245.407	749.397	1234.953	568.284	1564.049	757.558	0	474.604	57.527	645.722	469.39	573.839	33.202	707.077	322.436	519.254
exo_circ_000191	chr17:29451454-29451680:+	877.963	311.978	1762.678	1180.834	692.229	297.995	666.131	759.496	658.013	585.687	584.95	351.349	0	453.026	284.877	333.989	284.425	821.751	1190.13	717.877	563.259
exo_circ_000192	chr1:113829591-113834439:-	468.247	0	611.885	79.074	265.512	473.286	89.671	185.243	396.303	86.522	287.68	661.362	626.477	395.499	455.804	586.738	224.546	0	252.028	328.52	352.037
exo_circ_000193	chr1:154234590-154235291:+	156.082	229.208	291.909	189.777	94.826	0	211.368	166.719	171.981	186.355	412.341	296.235	208.826	93.481	370.34	0	0	390.124	21.002	358.939	352.037
exo_circ_000194	chr1:28473553-28474151:+	409.716	120.971	252.613	195.048	682.746	245.407	429.142	191.418	411.258	146.422	431.52	261.789	389.175	251.681	503.283	658.952	144.707	273.917	287.031	279.85	466.449
exo_circ_000195	chr2:171925536-171953001:+	517.023	350.179	454.704	390.097	1773.243	455.757	352.281	339.612	755.219	512.476	373.984	620.027	1328.891	1251.213	379.836	252.749	713.557	1145.471	308.034	523.199	607.263
exo_circ_000196	chr2:200856681-200856985:-	790.167	254.676	0	1207.191	843.95	525.873	640.51	172.893	583.239	958.396	441.109	613.138	531.556	1265.595	313.365	713.112	583.819	763.647	791.087	924.723	528.055
exo_circ_000197	chr3:169976945-169988359:+	438.982	598.488	746.612	732.749	531.025	648.577	525.218	222.292	545.852	445.92	0	0	1651.622	546.507	978.079	586.738	489.011	771.948	791.087	401.525	536.856
exo_circ_000198	chr4:10097710-10103986:-	156.082	178.273	22.455	969.97	934.034	333.053	281.825	734.797	186.935	405.987	843.862	558.024	522.064	553.698	403.576	1245.69	431.627	473.129	651.071	346.771	426.845
exo_circ_000199	chr4:39737419-39774933:+	1814.457	961.401	331.204	1534.029	322.408	683.635	1018.411	506.331	590.716	838.597	939.755	826.702	1101.081	345.162	512.779	198.588	853.274	871.554	742.081	839.551	580.861
exo_circ_000200	chr4:55411613-55417985:+	1248.659	490.251	258.227	495.528	862.915	1358.505	954.36	1062.059	800.084	951.741	584.95	137.784	408.159	417.071	322.861	279.829	603.779	639.139	364.04	614.454	607.263
exo_circ_000201	chr11:76463820-76472840:+	263.389	674.891	123.5	36.901	0	210.349	281.825	246.991	373.871	279.532	441.109	144.673	360.699	186.963	113.951	297.882	354.283	215.813	469.051	292.018	228.824
exo_circ_000202	chr15:65178933-65180204:-	253.634	598.488	746.612	0	56.895	797.574	538.029	549.554	351.439	379.365	958.934	1081.602	427.144	467.407	218.406	722.139	434.122	639.139	490.054	474.529	624.865
exo_circ_000203	chr16:23988507-24035547:+	1073.066	681.257	387.34	437.541	464.647	674.87	1037.627	808.894	538.374	1091.507	460.288	151.562	284.762	337.971	427.316	532.577	563.86	381.824	728.08	565.785	431.245
exo_circ_000204	chr20:41533049-41551360:-	370.696	362.913	0	680.034	663.781	525.873	602.08	407.534	299.097	412.643	0	0	683.43	618.416	1092.03	731.166	294.405	489.73	434.048	0	466.449
exo_circ_000205	chr20:62139074-62140944:-	204.858	82.77	449.09	0	388.786	359.347	313.85	216.117	276.664	86.522	565.771	578.692	75.937	86.291	94.959	352.043	209.576	0	245.027	358.939	79.208
exo_circ_000206	chr1:114463103-114464388:-	517.023	375.647	1089.043	896.168	142.239	753.751	550.839	710.098	500.987	638.931	297.269	454.686	550.541	1553.231	0	496.471	469.051	904.756	553.061	352.855	563.259
exo_circ_000207	chr1:20770929-20773610:-	380.451	254.676	668.021	147.604	0	455.757	76.861	191.418	82.252	199.666	182.197	544.246	730.89	596.843	816.648	947.807	209.576	91.306	175.019	504.948	404.842
exo_circ_000208	chr2:226864603-226914351:+	87.796	261.043	477.158	200.32	256.03	0	691.751	500.156	515.942	505.82	249.323	220.454	370.191	179.772	379.836	1029.048	304.384	265.616	399.044	334.604	404.842
exo_circ_000209	chr2:37316236-37317179:-	409.716	471.15	0	57.987	94.826	604.754	185.748	382.835	403.781	119.8	153.429	151.562	332.223	330.781	417.82	361.069	114.768	141.109	301.033	316.353	299.231
exo_circ_000210	chr3:151116337-151127984:+	614.574	1419.817	437.863	79.074	293.96	1376.034	1543.63	2117.944	1031.884	1843.582	2541.174	0	616.985	481.789	218.406	99.294	992.992	1037.564	1309.143	1399.252	1258.531
exo_circ_000211	chr3:47097954-47106120:-	156.082	496.618	364.886	137.061	720.676	674.87	557.244	382.835	695.4	252.91	613.718	489.132	768.858	237.299	170.926	288.856	543.9	747.046	714.078	553.617	475.25
exo_circ_000212	chr6:130184102-130184623:-	624.329	222.841	381.727	996.328	1251.701	0	153.722	0	127.116	166.388	1457.579	1260.721	389.175	747.852	835.64	1381.091	444.102	805.15	469.051	249.432	554.458
